velbody	velleft	velright	Posbody	Posleft	Posright
-3.027	-1.141	-0.410	1170.122	1187.123	1257.307
-3.104	-2.338	-1.006	1166.793	1175.453	1266.870
-3.221	-3.394	-2.140	1160.802	1172.800	1274.555
-3.364	-4.264	-3.572	1152.698	1169.911	1278.367
-3.527	-4.933	-5.032	1144.835	1167.600	1285.537
-3.707	-5.401	-6.392	1138.901	1169.409	1303.248
-3.919	-5.671	-7.639	1136.018	1178.366	1328.985
-4.167	-5.733	-8.729	1136.285	1195.062	1355.619
-4.410	-5.600	-9.618	1139.399	1216.444	1377.298
-4.619	-5.299	-10.306	1145.737	1240.355	1390.995
-4.777	-4.794	-10.731	1154.925	1266.234	1396.232
-4.852	-4.006	-10.765	1165.934	1292.584	1394.555
-4.818	-3.000	-10.384	1177.818	1317.851	1386.878
-4.658	-1.976	-9.663	1189.739	1342.193	1372.564
-4.369	-1.028	-8.657	1201.488	1368.063	1352.926
-3.944	-0.218	-7.366	1212.726	1397.958	1331.729
-3.356	0.331	-5.762	1222.621	1430.637	1313.175
-2.603	0.576	-3.851	1230.077	1460.412	1300.871
-1.716	0.535	-1.653	1233.718	1480.057	1295.477
-0.735	0.205	0.838	1233.854	1486.951	1295.156
0.278	-0.327	3.506	1232.028	1480.440	1297.344
1.241	-0.903	6.123	1228.128	1455.448	1298.131
2.104	-1.433	8.501	1222.350	1408.280	1294.861
2.844	-1.895	10.479	1215.968	1346.520	1289.720
3.447	-2.296	11.891	1209.468	1287.950	1287.356
3.913	-2.665	12.636	1202.961	1245.544	1288.681
4.261	-3.003	12.812	1196.068	1219.648	1290.151
4.510	-3.301	12.554	1187.185	1203.585	1289.317
4.645	-3.556	11.869	1174.994	1191.073	1286.711
4.632	-3.759	10.732	1161.175	1179.515	1287.516
4.457	-3.912	9.247	1148.821	1169.734	1297.742
4.128	-4.031	7.635	1139.040	1165.206	1316.121
3.664	-4.081	6.022	1131.872	1169.172	1335.166
3.091	-3.978	4.445	1127.589	1180.750	1347.895
2.448	-3.692	2.969	1126.672	1196.847	1352.488
1.775	-3.233	1.677	1129.716	1216.582	1348.915
1.115	-2.663	0.632	1136.749	1239.454	1337.954
0.511	-2.086	-0.128	1146.980	1263.772	1321.922
0.002	-1.592	-0.581	1159.056	1288.873	1302.450
-0.375	-1.258	-0.723	1171.649	1314.567	1282.553
-0.598	-1.128	-0.566	1183.529	1341.205	1266.413
-0.661	-1.216	-0.131	1193.815	1368.357	1256.797
-0.570	-1.518	0.557	1201.947	1392.967	1254.611
-0.332	-1.993	1.505	1207.082	1414.593	1259.838
0.051	-2.586	2.763	1209.793	1432.958	1270.822
0.538	-3.201	4.275	1211.759	1441.871	1282.522
1.049	-3.701	5.892	1212.509	1431.783	1290.545
1.539	-4.028	7.478	1210.995	1396.289	1292.616
1.991	-4.187	8.907	1208.329	1343.222	1290.397
2.390	-4.218	9.999	1205.601	1289.347	1291.176
2.719	-4.194	10.529	1202.147	1245.625	1298.071
2.970	-4.137	10.410	1196.828	1215.968	1306.138
3.144	-4.028	9.687	1188.548	1196.054	1309.911
3.235	-3.856	8.483	1177.232	1178.819	1308.415
3.228	-3.617	6.996	1164.555	1163.533	1306.592
3.109	-3.335	5.360	1152.287	1153.675	1311.954
2.859	-3.060	3.650	1141.798	1152.059	1327.632
2.479	-2.816	1.909	1134.265	1159.178	1350.355
1.974	-2.531	0.190	1130.143	1173.844	1372.613
1.344	-2.075	-1.416	1129.512	1193.740	1386.730
0.632	-1.410	-2.813	1132.711	1216.064	1388.987
-0.074	-0.583	-3.901	1139.969	1239.003	1379.606
-0.710	0.309	-4.635	1150.781	1262.129	1359.903
-1.237	1.128	-5.016	1163.873	1287.015	1333.257
-1.620	1.755	-5.060	1177.465	1314.850	1306.973
-1.834	2.092	-4.792	1190.108	1343.276	1286.876
-1.871	2.111	-4.233	1201.398	1371.440	1273.738
-1.744	1.845	-3.390	1211.301	1399.354	1266.401
-1.474	1.363	-2.289	1218.888	1423.336	1264.348
-1.093	0.766	-0.961	1222.743	1443.135	1266.861
-0.635	0.139	0.542	1223.129	1459.827	1271.273
-0.141	-0.452	2.157	1221.785	1467.472	1274.952
0.350	-0.964	3.817	1218.759	1454.190	1276.144
0.800	-1.380	5.451	1213.172	1410.267	1273.593
1.182	-1.711	6.905	1206.097	1341.824	1270.237
1.480	-1.994	7.934	1199.510	1269.989	1270.460
1.694	-2.253	8.425	1193.785	1213.982	1273.549
1.827	-2.481	8.328	1187.256	1179.307	1276.017
1.870	-2.661	7.534	1178.631	1160.115	1275.394
1.823	-2.789	6.139	1167.519	1147.974	1270.524
1.685	-2.874	4.433	1153.996	1137.327	1263.524
1.450	-2.944	2.612	1139.680	1127.713	1261.035
1.100	-3.037	0.787	1126.514	1122.257	1268.833
0.633	-3.148	-0.971	1115.591	1122.960	1285.656
0.055	-3.223	-2.639	1107.754	1129.376	1306.769
-0.610	-3.192	-4.171	1103.651	1139.800	1327.720
-1.324	-2.972	-5.509	1103.551	1153.602	1343.458
-2.044	-2.538	-6.607	1107.092	1171.715	1351.550
-2.722	-1.918	-7.435	1113.608	1193.379	1352.358
-3.316	-1.179	-7.968	1122.448	1217.715	1345.504
-3.793	-0.441	-8.212	1132.803	1244.083	1330.372
-4.143	0.205	-8.217	1144.256	1271.488	1308.721
-4.362	0.698	-7.988	1156.545	1300.139	1285.802
-4.425	0.964	-7.466	1168.752	1327.849	1268.108
-4.327	0.981	-6.641	1179.771	1352.478	1257.859
-4.067	0.756	-5.510	1189.171	1376.228	1253.067
-3.623	0.273	-4.033	1196.468	1399.468	1253.651
-3.025	-0.389	-2.263	1200.602	1417.696	1260.405
-2.347	-1.073	-0.343	1200.847	1424.871	1270.261
-1.647	-1.672	1.621	1197.622	1412.620	1277.890
-0.967	-2.132	3.549	1192.664	1372.574	1280.027
-0.346	-2.444	5.288	1187.630	1309.583	1277.360
0.183	-2.642	6.621	1182.392	1243.363	1274.699
0.604	-2.769	7.358	1175.502	1191.960	1275.323
0.920	-2.875	7.332	1166.092	1160.506	1275.460
1.129	-2.976	6.579	1154.091	1142.267	1270.918
1.222	-3.053	5.315	1139.672	1128.890	1261.009
1.189	-3.122	3.743	1123.460	1117.195	1249.031
1.013	-3.227	2.056	1107.024	1106.727	1244.597
0.686	-3.390	0.363	1092.753	1099.162	1252.024
0.208	-3.609	-1.298	1082.073	1097.647	1265.958
-0.412	-3.880	-2.906	1075.447	1104.995	1282.026
-1.154	-4.117	-4.427	1073.107	1120.852	1297.132
-1.996	-4.165	-5.803	1074.985	1141.441	1308.410
-2.923	-3.965	-7.010	1081.071	1164.318	1315.077
-3.866	-3.550	-7.970	1090.930	1187.525	1316.278
-4.708	-2.959	-8.526	1103.399	1209.066	1312.310
-5.377	-2.272	-8.648	1117.269	1230.278	1303.063
-5.839	-1.608	-8.424	1131.827	1252.172	1287.740
-6.078	-1.053	-7.915	1146.788	1274.378	1270.603
-6.100	-0.661	-7.159	1161.800	1299.945	1257.586
-5.915	-0.458	-6.183	1176.377	1329.293	1251.253
-5.542	-0.442	-5.001	1190.108	1359.289	1251.665
-5.004	-0.566	-3.617	1202.233	1389.044	1258.014
-4.325	-0.743	-2.029	1211.960	1416.101	1269.413
-3.536	-0.897	-0.252	1219.565	1436.297	1283.444
-2.673	-0.961	1.674	1225.302	1441.285	1296.265
-1.769	-0.896	3.674	1229.182	1420.535	1304.251
-0.860	-0.688	5.636	1232.285	1374.573	1307.577
0.027	-0.365	7.371	1234.402	1318.701	1310.681
0.871	0.016	8.626	1233.660	1272.325	1318.193
1.654	0.422	9.256	1229.515	1244.253	1330.708
2.361	0.845	9.221	1222.130	1229.732	1341.675
2.969	1.300	8.626	1211.135	1220.386	1345.037
3.448	1.818	7.707	1196.695	1210.810	1344.055
3.768	2.377	6.625	1180.345	1200.352	1345.319
3.904	2.908	5.473	1164.336	1193.593	1350.304
3.845	3.386	4.302	1150.055	1193.157	1358.574
3.590	3.825	3.126	1138.410	1196.903	1369.232
3.162	4.250	1.985	1130.817	1203.502	1377.051
2.599	4.698	0.942	1128.248	1214.151	1376.956
1.952	5.165	0.042	1130.388	1228.398	1368.353
1.279	5.615	-0.682	1136.254	1244.736	1353.933
0.636	5.985	-1.207	1144.700	1264.015	1335.938
0.078	6.191	-1.510	1154.252	1285.375	1315.372
-0.361	6.182	-1.579	1163.527	1308.650	1294.323
-0.661	5.936	-1.409	1171.422	1335.961	1275.889
-0.821	5.454	-0.996	1176.596	1364.612	1262.138
-0.859	4.762	-0.341	1177.606	1388.122	1251.444
-0.803	3.906	0.546	1173.854	1396.656	1243.392
-0.697	2.952	1.639	1166.549	1376.940	1237.910
-0.586	1.955	2.819	1158.456	1321.672	1231.413
-0.523	0.956	3.886	1151.976	1244.490	1224.408
-0.534	-0.023	4.576	1147.346	1175.727	1221.893
-0.620	-0.977	4.570	1143.057	1134.236	1224.584
-0.770	-1.884	3.796	1138.183	1117.252	1227.882
-0.960	-2.704	2.406	1132.944	1113.437	1227.989
-1.177	-3.421	0.503	1127.613	1114.929	1225.521
-1.426	-4.040	-1.714	1122.054	1118.491	1227.285
-1.721	-4.567	-3.933	1116.478	1123.782	1239.920
-2.059	-4.986	-5.967	1112.187	1132.725	1261.432
-2.421	-5.267	-7.743	1110.541	1146.081	1284.041
-2.788	-5.361	-9.215	1111.903	1163.496	1301.607
-3.142	-5.199	-10.368	1115.810	1183.298	1312.550
-3.459	-4.789	-11.187	1121.752	1202.650	1315.989
-3.708	-4.205	-11.659	1129.665	1221.192	1310.713
-3.866	-3.535	-11.795	1139.290	1240.444	1297.940
-3.917	-2.882	-11.627	1149.978	1261.266	1281.665
-3.848	-2.331	-11.185	1161.164	1283.992	1266.920
-3.656	-1.954	-10.493	1172.194	1308.496	1257.671
-3.340	-1.767	-9.567	1182.143	1335.407	1255.495
-2.930	-1.706	-8.448	1190.136	1365.494	1259.499
-2.469	-1.685	-7.210	1195.560	1394.870	1268.043
-1.979	-1.649	-5.855	1198.345	1413.997	1278.294
-1.456	-1.554	-4.308	1199.483	1412.066	1285.717
-0.915	-1.380	-2.614	1200.224	1381.792	1287.270
-0.388	-1.120	-0.920	1200.671	1327.556	1283.261
0.104	-0.807	0.553	1199.947	1267.617	1277.967
0.555	-0.507	1.523	1196.964	1219.317	1278.415
0.955	-0.254	1.854	1190.688	1189.444	1287.149
1.293	-0.050	1.541	1180.618	1174.894	1298.365
1.547	0.140	0.714	1167.164	1165.710	1303.377
1.689	0.389	-0.384	1151.187	1154.809	1299.938
1.692	0.700	-1.588	1133.752	1142.109	1293.363
1.531	1.011	-2.809	1116.978	1132.098	1286.554
1.200	1.270	-4.006	1103.787	1130.119	1278.287
0.703	1.438	-5.183	1095.710	1137.009	1267.831
0.074	1.494	-6.298	1092.521	1150.051	1254.778
-0.633	1.433	-7.271	1094.046	1166.868	1239.738
-1.357	1.248	-8.034	1100.060	1185.845	1225.665
-2.036	0.925	-8.531	1109.433	1205.952	1215.353
-2.616	0.471	-8.739	1120.981	1226.473	1207.914
-3.055	-0.086	-8.659	1133.939	1247.384	1202.267
-3.326	-0.709	-8.305	1147.321	1269.293	1200.652
-3.420	-1.356	-7.702	1159.807	1291.715	1204.556
-3.339	-1.981	-6.870	1170.253	1313.961	1213.699
-3.098	-2.537	-5.831	1178.128	1337.111	1228.248
-2.724	-2.976	-4.607	1182.674	1361.174	1245.993
-2.255	-3.244	-3.221	1183.037	1373.445	1261.224
-1.736	-3.313	-1.710	1180.648	1354.754	1269.095
-1.212	-3.176	-0.122	1178.486	1304.504	1269.520
-0.721	-2.879	1.358	1177.829	1241.407	1267.131
-0.291	-2.511	2.426	1177.334	1187.544	1267.226
0.075	-2.135	2.894	1174.663	1154.806	1272.077
0.389	-1.783	2.683	1168.223	1140.614	1278.516
0.650	-1.452	1.898	1157.983	1134.817	1282.149
0.839	-1.101	0.808	1145.250	1129.099	1282.966
0.929	-0.724	-0.395	1131.621	1123.991	1282.630
0.890	-0.347	-1.588	1118.624	1125.089	1281.849
0.710	0.011	-2.703	1107.886	1135.108	1279.976
0.395	0.332	-3.719	1100.638	1152.376	1274.895
-0.032	0.603	-4.584	1097.511	1172.334	1264.512
-0.531	0.809	-5.218	1098.576	1190.615	1250.081
-1.057	0.923	-5.579	1103.403	1205.910	1235.403
-1.557	0.900	-5.662	1111.472	1219.511	1222.798
-1.985	0.726	-5.494	1121.958	1234.061	1214.316
-2.303	0.410	-5.129	1133.745	1251.467	1212.103
-2.485	-0.010	-4.599	1145.858	1271.980	1216.041
-2.517	-0.473	-3.916	1157.405	1297.586	1225.322
-2.399	-0.912	-3.074	1167.828	1329.280	1239.840
-2.143	-1.257	-2.055	1176.329	1361.188	1257.905
-1.771	-1.453	-0.835	1181.978	1381.840	1275.692
-1.309	-1.457	0.607	1185.644	1381.467	1289.894
-0.792	-1.264	2.202	1189.882	1359.857	1298.176
-0.257	-0.895	3.799	1194.833	1324.351	1301.513
0.279	-0.403	5.211	1197.528	1286.653	1305.593
0.810	0.137	6.223	1196.837	1258.777	1313.272
1.323	0.688	6.747	1194.420	1244.823	1321.285
1.798	1.245	6.805	1190.434	1237.304	1324.883
2.211	1.805	6.499	1181.833	1226.689	1323.074
2.543	2.364	5.998	1168.137	1213.136	1322.593
2.764	2.897	5.384	1153.065	1201.676	1330.151
2.839	3.365	4.667	1139.538	1195.521	1342.355
2.750	3.782	3.866	1128.993	1196.380	1351.698
2.497	4.217	3.014	1122.318	1202.878	1354.856
2.105	4.686	2.168	1120.013	1212.351	1351.082
1.625	5.162	1.404	1122.431	1225.843	1340.169
1.110	5.591	0.778	1129.657	1244.826	1322.772
0.619	5.897	0.325	1141.201	1268.645	1300.235
0.203	6.013	0.081	1155.548	1297.604	1276.777
-0.087	5.886	0.083	1170.572	1330.586	1258.518
-0.222	5.501	0.362	1184.599	1364.895	1249.634
-0.185	4.884	0.944	1197.950	1400.325	1251.124
0.018	4.110	1.832	1209.403	1433.490	1260.565
0.362	3.299	3.012	1214.891	1459.227	1274.260
0.813	2.556	4.442	1214.165	1473.248	1289.070
1.326	1.967	6.056	1210.141	1465.776	1300.427
1.844	1.568	7.732	1205.343	1427.685	1303.467
2.301	1.350	9.302	1201.403	1363.437	1298.819
2.663	1.259	10.531	1198.201	1294.164	1291.937
2.926	1.202	11.131	1194.483	1243.695	1284.993
3.096	1.116	10.980	1189.438	1219.965	1275.468
3.187	0.970	10.106	1182.719	1212.733	1262.234
3.203	0.740	8.695	1172.622	1208.843	1248.064
3.136	0.410	7.072	1158.128	1202.240	1240.832
2.970	-0.019	5.427	1141.782	1191.817	1247.061
2.680	-0.530	3.831	1127.178	1180.851	1263.392
2.252	-1.044	2.304	1115.637	1175.144	1282.168
1.684	-1.431	0.815	1106.876	1177.445	1297.502
1.000	-1.620	-0.620	1100.638	1185.479	1306.425
0.249	-1.598	-1.948	1096.966	1195.169	1307.463
-0.528	-1.404	-3.114	1096.579	1205.098	1297.956
-1.294	-1.129	-4.066	1100.519	1217.568	1277.650
-2.010	-0.877	-4.784	1108.750	1234.989	1252.140
-2.638	-0.762	-5.274	1119.860	1257.687	1229.593
-3.140	-0.855	-5.526	1132.442	1282.770	1215.558
-3.481	-1.188	-5.510	1145.635	1307.803	1211.617
-3.644	-1.715	-5.215	1159.474	1335.473	1216.236
-3.628	-2.326	-4.642	1172.664	1365.116	1226.823
-3.439	-2.916	-3.799	1181.474	1389.698	1242.811
-3.094	-3.386	-2.698	1185.883	1404.864	1262.344
-2.630	-3.669	-1.388	1189.578	1411.057	1280.891
-2.101	-3.722	0.050	1195.165	1410.379	1297.212
-1.545	-3.542	1.519	1203.765	1403.165	1313.063
-0.978	-3.155	2.906	1215.069	1389.145	1330.394
-0.395	-2.590	4.124	1227.634	1371.303	1351.161
0.230	-1.872	5.105	1240.036	1354.939	1375.742
0.911	-1.007	5.810	1251.643	1343.522	1401.415
1.654	0.019	6.227	1261.924	1337.239	1423.957
2.450	1.207	6.387	1269.727	1336.253	1440.879
3.281	2.541	6.366	1275.291	1341.146	1453.534
4.121	3.973	6.237	1279.869	1352.327	1463.707
4.938	5.432	6.078	1283.754	1369.446	1467.540
5.712	6.856	5.958	1287.865	1391.663	1461.524
6.428	8.195	5.945	1293.092	1417.783	1449.266
7.082	9.379	6.094	1299.405	1444.849	1435.887
7.679	10.325	6.444	1306.960	1472.596	1422.699
8.229	10.992	7.012	1315.524	1502.056	1411.033
8.748	11.382	7.790	1324.042	1529.821	1403.984
9.247	11.521	8.764	1333.439	1553.957	1402.079
9.735	11.457	9.915	1343.665	1577.679	1404.428
10.217	11.251	11.208	1350.912	1600.831	1411.011
10.701	10.976	12.593	1354.300	1616.288	1422.469
11.172	10.694	14.025	1356.222	1617.672	1439.412
11.604	10.459	15.463	1358.804	1604.633	1459.142
11.976	10.320	16.812	1363.062	1581.244	1477.593
12.275	10.323	17.927	1368.632	1553.302	1493.835
12.504	10.476	18.693	1375.244	1525.304	1508.237
12.685	10.757	19.028	1382.697	1499.631	1520.816
12.838	11.138	18.913	1390.317	1479.503	1532.306
12.975	11.582	18.390	1396.809	1468.571	1544.067
13.104	12.064	17.533	1400.513	1466.965	1556.621
13.225	12.566	16.450	1401.310	1472.319	1569.805
13.325	13.081	15.254	1402.436	1484.449	1583.967
13.377	13.613	14.066	1406.683	1502.124	1597.496
13.372	14.162	12.981	1412.392	1521.048	1605.229
13.321	14.730	12.069	1418.128	1539.157	1605.418
13.237	15.285	11.368	1424.546	1556.407	1601.701
13.142	15.767	10.880	1431.865	1573.171	1597.236
13.051	16.130	10.591	1439.980	1589.185	1592.831
12.970	16.335	10.474	1448.040	1602.813	1587.272
12.906	16.374	10.501	1455.339	1614.534	1580.182
12.864	16.257	10.643	1463.358	1626.251	1574.704
12.844	15.995	10.872	1471.936	1639.352	1573.640
12.843	15.598	11.159	1477.372	1653.864	1577.102
12.854	15.100	11.494	1478.829	1666.973	1585.627
12.872	14.558	11.882	1479.052	1677.394	1598.403
12.877	14.030	12.315	1480.165	1686.467	1611.044
12.835	13.572	12.773	1482.832	1695.313	1619.835
12.734	13.208	13.239	1486.916	1704.188	1624.097
12.589	12.930	13.691	1491.997	1712.940	1625.262
12.416	12.707	14.119	1497.488	1721.655	1626.801
12.234	12.488	14.524	1502.847	1729.614	1631.167
12.055	12.252	14.903	1508.218	1735.887	1637.954
11.886	12.004	15.253	1514.537	1741.756	1647.270
11.730	11.760	15.569	1521.498	1748.253	1659.038
11.589	11.553	15.838	1527.396	1753.966	1670.008
11.465	11.403	16.057	1531.954	1759.982	1677.785
11.360	11.326	16.230	1536.042	1767.740	1683.482
11.269	11.310	16.364	1539.764	1774.705	1687.830
11.178	11.322	16.467	1542.762	1779.722	1691.363
11.080	11.337	16.540	1545.110	1784.548	1694.079
10.969	11.339	16.582	1547.005	1788.261	1694.279
10.841	11.312	16.588	1548.192	1788.372	1693.247
10.692	11.247	16.550	1548.833	1786.609	1693.587
10.517	11.135	16.456	1549.553	1786.689	1694.472
10.313	10.971	16.280	1550.724	1788.871	1694.433
10.082	10.758	16.023	1552.718	1790.806	1693.905
9.826	10.507	15.708	1555.606	1791.331	1694.763
9.556	10.226	15.347	1558.648	1792.286	1697.832
9.282	9.917	14.949	1561.086	1794.637	1701.251
9.013	9.593	14.521	1563.138	1795.759	1704.106
8.750	9.277	14.071	1565.600	1795.561	1707.535
8.494	8.977	13.602	1568.873	1796.420	1711.773
8.242	8.690	13.112	1573.538	1799.573	1717.302
7.990	8.412	12.605	1579.637	1805.426	1723.948
7.744	8.145	12.093	1585.408	1811.846	1729.984
7.516	7.901	11.596	1589.046	1816.134	1734.486
7.328	7.700	11.141	1589.925	1817.564	1735.764
7.174	7.539	10.732	1588.389	1817.409	1732.865
7.032	7.395	10.346	1585.408	1818.254	1727.723
6.877	7.237	9.966	1581.984	1819.571	1722.882
6.685	7.026	9.579	1578.493	1817.983	1717.711
6.448	6.749	9.181	1574.857	1811.750	1709.584
6.163	6.400	8.764	1571.046	1801.755	1700.353
5.829	5.972	8.308	1567.712	1790.496	1693.237
5.464	5.488	7.798	1565.997	1778.461	1687.482
5.081	4.963	7.218	1566.052	1765.685	1681.948
4.681	4.394	6.540	1566.839	1754.615	1677.653
4.275	3.789	5.759	1567.037	1744.812	1676.352
3.883	3.164	4.887	1566.193	1734.036	1678.875
3.512	2.544	3.944	1565.371	1725.089	1683.179
3.158	1.966	2.952	1566.075	1722.469	1687.996
2.820	1.455	1.940	1568.231	1724.103	1694.933
2.499	1.032	0.943	1569.748	1725.552	1705.202
2.203	0.712	-0.002	1569.222	1726.304	1718.256
1.941	0.510	-0.850	1567.389	1725.374	1729.009
1.716	0.427	-1.586	1564.258	1720.638	1733.752
1.513	0.468	-2.230	1559.331	1711.953	1734.241
1.304	0.651	-2.809	1553.713	1703.259	1730.620
1.069	0.932	-3.359	1547.570	1697.443	1723.385
0.799	1.206	-3.914	1540.909	1692.008	1716.338
0.488	1.410	-4.480	1535.261	1685.881	1711.651
0.135	1.516	-5.036	1532.140	1680.447	1709.244
-0.250	1.530	-5.570	1532.099	1677.146	1709.050
-0.651	1.482	-6.082	1532.987	1677.008	1713.377
-1.043	1.404	-6.561	1532.681	1674.982	1727.851
-1.396	1.335	-6.982	1531.862	1662.659	1758.286
-1.703	1.349	-7.355	1530.362	1639.057	1803.373
-1.971	1.556	-7.714	1526.352	1610.261	1850.677
-2.212	2.064	-8.129	1519.667	1582.483	1886.647
-2.440	2.977	-8.703	1510.686	1558.293	1905.653
-2.678	4.261	-9.472	1497.895	1538.093	1909.884
-2.951	5.761	-10.409	1479.834	1520.972	1906.706
-3.292	7.313	-11.468	1457.145	1505.030	1902.562
