Left	Right	Torso
-0.053	-0.066	1561.164
-0.053	-0.066	1561.164
-0.053	-0.066	1561.164
-0.053	-0.067	1561.407
-0.053	-0.067	1561.407
-0.053	-0.067	1561.407
-0.053	-0.067	1561.407
-0.053	-0.067	1561.407
-0.053	-0.067	1561.407
-0.053	-0.067	1561.407
-0.053	-0.067	1561.407
-0.053	-0.067	1561.407
-0.053	-0.067	1561.407
-0.053	-0.067	1561.407
-0.053	-0.067	1561.407
-0.053	-0.067	1561.407
-0.053	-0.067	1561.407
-0.053	-0.067	1561.407
-0.053	-0.068	1561.407
-0.053	-0.068	1561.407
-0.053	-0.068	1561.407
-0.053	-0.068	1561.407
-0.053	-0.068	1561.407
-0.053	-0.068	1561.407
-0.053	-0.068	1561.407
-0.053	-0.068	1561.407
-0.053	-0.068	1561.407
-0.053	-0.068	1561.613
-0.053	-0.068	1561.613
-0.053	-0.068	1561.613
-0.053	-0.068	1561.613
-0.053	-0.068	1561.613
-0.053	-0.068	1561.613
-0.053	-0.068	1561.613
-0.053	-0.068	1561.613
-0.053	-0.068	1561.613
-0.053	-0.068	1561.613
-0.053	-0.068	1561.613
-0.053	-0.068	1561.613
-0.053	-0.068	1561.613
-0.053	-0.068	1561.613
-0.053	-0.068	1561.613
-0.053	-0.068	1561.613
-0.053	-0.068	1561.613
-0.053	-0.068	1561.613
-0.053	-0.068	1561.613
-0.053	-0.068	1561.613
-0.053	-0.068	1561.613
-0.053	-0.069	1561.613
-0.053	-0.069	1561.613
-0.053	-0.069	1561.613
-0.053	-0.069	1561.613
-0.053	-0.069	1561.613
-0.053	-0.069	1561.613
-0.054	-0.069	1561.819
-0.054	-0.069	1561.819
-0.054	-0.069	1561.819
-0.054	-0.069	1561.819
-0.054	-0.069	1561.819
-0.054	-0.069	1561.819
-0.054	-0.069	1561.819
-0.054	-0.069	1561.819
-0.054	-0.069	1561.819
-0.054	-0.069	1561.819
-0.054	-0.069	1561.819
-0.054	-0.069	1561.819
-0.054	-0.069	1561.819
-0.054	-0.069	1561.819
-0.054	-0.069	1561.819
-0.054	-0.070	1561.819
-0.054	-0.070	1561.819
-0.054	-0.070	1561.819
-0.054	-0.070	1561.819
-0.054	-0.070	1561.819
-0.054	-0.070	1561.819
-0.054	-0.070	1561.819
-0.054	-0.070	1561.819
-0.054	-0.070	1561.819
-0.054	-0.070	1561.819
-0.054	-0.070	1561.819
-0.054	-0.070	1561.819
-0.054	-0.070	1561.819
-0.054	-0.070	1561.819
-0.054	-0.070	1561.819
-0.054	-0.070	1561.819
-0.054	-0.070	1561.819
-0.054	-0.070	1561.819
-0.054	-0.070	1561.819
-0.054	-0.070	1561.819
-0.054	-0.070	1561.819
-0.055	-0.070	1561.819
-0.055	-0.070	1561.819
-0.055	-0.070	1561.819
-0.055	-0.070	1561.819
-0.055	-0.070	1561.819
-0.055	-0.071	1562.222
-0.055	-0.071	1562.222
-0.055	-0.071	1562.222
-0.055	-0.071	1562.222
-0.055	-0.071	1562.222
-0.055	-0.071	1562.222
-0.055	-0.071	1562.222
-0.055	-0.071	1562.222
-0.055	-0.071	1562.222
-0.055	-0.071	1562.222
-0.055	-0.071	1562.222
-0.055	-0.071	1562.222
-0.055	-0.071	1562.222
-0.055	-0.071	1562.222
-0.055	-0.071	1562.222
-0.055	-0.071	1562.222
-0.055	-0.071	1562.222
-0.055	-0.071	1562.222
-0.055	-0.071	1562.222
-0.055	-0.071	1562.222
-0.055	-0.071	1562.222
-0.055	-0.071	1562.222
-0.055	-0.071	1562.222
-0.055	-0.071	1563.249
-0.055	-0.071	1563.249
-0.055	-0.071	1563.249
-0.055	-0.071	1563.249
-0.055	-0.071	1563.249
-0.055	-0.071	1563.249
-0.055	-0.071	1563.249
-0.055	-0.071	1563.249
-0.055	-0.071	1563.249
-0.055	-0.071	1563.249
-0.055	-0.071	1563.249
-0.055	-0.071	1563.249
-0.055	-0.071	1563.249
-0.055	-0.071	1563.249
-0.055	-0.071	1563.249
-0.055	-0.071	1563.249
-0.055	-0.071	1563.249
-0.055	-0.071	1563.249
-0.055	-0.071	1563.249
-0.055	-0.071	1563.249
-0.055	-0.071	1563.249
-0.055	-0.071	1563.249
-0.055	-0.071	1563.249
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1564.396
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.295
-0.055	-0.071	1565.802
-0.055	-0.071	1565.802
-0.055	-0.071	1565.802
-0.055	-0.071	1565.802
-0.055	-0.071	1565.802
-0.055	-0.071	1565.802
-0.055	-0.071	1565.802
-0.055	-0.071	1565.802
-0.055	-0.071	1565.802
-0.055	-0.071	1565.802
-0.055	-0.071	1565.802
-0.055	-0.071	1565.802
-0.055	-0.071	1565.802
-0.055	-0.071	1565.802
-0.055	-0.071	1565.802
-0.055	-0.071	1565.802
-0.055	-0.071	1565.802
-0.055	-0.071	1565.802
-0.055	-0.071	1565.802
-0.055	-0.071	1565.802
-0.055	-0.071	1566.275
-0.055	-0.071	1566.275
-0.055	-0.071	1566.275
-0.055	-0.071	1566.275
-0.054	-0.070	1566.275
-0.054	-0.070	1566.275
-0.054	-0.070	1566.275
-0.054	-0.070	1566.275
-0.054	-0.070	1566.275
-0.054	-0.070	1566.275
-0.054	-0.070	1566.275
-0.054	-0.070	1566.275
-0.054	-0.070	1566.275
-0.054	-0.070	1566.275
-0.054	-0.070	1566.275
-0.054	-0.070	1566.275
-0.054	-0.070	1566.275
-0.054	-0.070	1566.275
-0.054	-0.070	1566.275
-0.054	-0.070	1566.275
-0.054	-0.070	1566.275
-0.054	-0.070	1566.275
-0.054	-0.070	1566.275
-0.054	-0.070	1566.275
-0.054	-0.070	1566.275
-0.054	-0.070	1566.275
-0.054	-0.070	1566.275
-0.054	-0.070	1566.275
-0.054	-0.070	1566.884
-0.054	-0.070	1566.884
-0.054	-0.070	1566.884
-0.054	-0.070	1566.884
-0.054	-0.070	1566.884
-0.054	-0.070	1566.884
-0.054	-0.070	1566.884
-0.054	-0.070	1566.884
-0.054	-0.070	1566.884
-0.054	-0.070	1566.884
-0.054	-0.070	1566.884
-0.054	-0.070	1566.884
-0.054	-0.070	1566.884
-0.054	-0.070	1566.884
-0.054	-0.070	1566.884
-0.054	-0.070	1566.884
-0.054	-0.070	1566.884
-0.054	-0.070	1566.884
-0.054	-0.070	1566.884
-0.054	-0.070	1566.884
-0.054	-0.070	1566.884
-0.054	-0.070	1566.884
-0.054	-0.070	1566.884
-0.054	-0.070	1566.621
-0.054	-0.070	1566.621
-0.054	-0.070	1566.621
-0.054	-0.070	1566.621
-0.054	-0.070	1566.621
-0.054	-0.070	1566.621
-0.054	-0.070	1566.621
-0.054	-0.070	1566.621
-0.054	-0.070	1566.621
-0.054	-0.070	1566.621
-0.054	-0.070	1566.621
-0.054	-0.070	1566.621
-0.054	-0.070	1566.621
-0.054	-0.070	1566.621
-0.054	-0.070	1566.621
-0.054	-0.070	1566.621
-0.054	-0.070	1566.621
-0.054	-0.070	1566.621
-0.054	-0.070	1566.621
-0.054	-0.070	1566.621
-0.054	-0.070	1566.621
-0.054	-0.070	1566.621
-0.054	-0.070	1566.621
-0.054	-0.070	1566.621
-0.054	-0.070	1565.481
-0.054	-0.070	1565.481
-0.054	-0.070	1565.481
-0.054	-0.069	1565.481
-0.054	-0.069	1565.481
-0.054	-0.069	1565.481
-0.054	-0.069	1565.481
-0.054	-0.069	1565.481
-0.054	-0.069	1565.481
-0.054	-0.069	1565.481
-0.054	-0.069	1565.481
-0.054	-0.069	1565.481
-0.054	-0.069	1565.481
-0.054	-0.069	1565.481
-0.053	-0.069	1565.481
-0.053	-0.069	1565.481
-0.053	-0.069	1565.481
-0.053	-0.069	1565.481
-0.053	-0.068	1565.481
-0.053	-0.068	1565.481
-0.053	-0.068	1565.481
-0.053	-0.068	1565.481
-0.053	-0.068	1565.481
-0.053	-0.068	1565.481
-0.053	-0.068	1565.481
-0.053	-0.068	1565.481
-0.053	-0.069	1563.716
-0.053	-0.069	1563.716
-0.053	-0.069	1563.716
-0.053	-0.069	1563.716
-0.053	-0.069	1563.716
-0.053	-0.069	1563.716
-0.053	-0.069	1563.716
-0.053	-0.069	1563.716
-0.053	-0.069	1563.716
-0.053	-0.069	1563.716
-0.053	-0.069	1563.716
-0.053	-0.069	1563.716
-0.053	-0.069	1563.716
-0.053	-0.069	1563.716
-0.053	-0.069	1563.716
-0.053	-0.069	1563.716
-0.053	-0.069	1563.716
-0.053	-0.069	1563.716
-0.053	-0.069	1563.716
-0.053	-0.069	1563.716
-0.053	-0.069	1563.716
-0.053	-0.069	1563.716
-0.053	-0.069	1563.716
-0.053	-0.069	1563.716
-0.053	-0.069	1563.716
-0.053	-0.069	1561.247
-0.053	-0.069	1561.247
-0.053	-0.069	1561.247
-0.053	-0.069	1561.247
-0.053	-0.069	1561.247
-0.053	-0.069	1561.247
-0.053	-0.069	1561.247
-0.053	-0.069	1561.247
-0.053	-0.069	1561.247
-0.053	-0.069	1561.247
-0.053	-0.069	1561.247
-0.053	-0.069	1561.247
-0.053	-0.069	1561.247
-0.053	-0.069	1561.247
-0.053	-0.069	1561.247
-0.053	-0.069	1561.247
-0.053	-0.069	1561.247
-0.053	-0.069	1561.247
-0.053	-0.069	1561.247
-0.053	-0.069	1561.247
-0.053	-0.069	1561.247
-0.053	-0.069	1561.247
-0.053	-0.069	1561.247
-0.053	-0.069	1561.247
-0.053	-0.069	1558.822
-0.053	-0.069	1558.822
-0.053	-0.069	1558.822
-0.053	-0.069	1558.822
-0.053	-0.069	1558.822
-0.053	-0.069	1558.822
-0.053	-0.069	1558.822
-0.053	-0.069	1558.822
-0.053	-0.069	1558.822
-0.053	-0.068	1558.822
-0.053	-0.068	1558.822
-0.053	-0.068	1558.822
-0.053	-0.068	1558.822
-0.053	-0.068	1558.822
-0.053	-0.068	1558.822
-0.053	-0.068	1558.822
-0.053	-0.068	1558.822
-0.053	-0.068	1558.822
-0.053	-0.068	1558.822
-0.053	-0.068	1558.822
-0.053	-0.068	1558.822
-0.053	-0.068	1558.822
-0.053	-0.068	1556.595
-0.053	-0.068	1556.595
-0.053	-0.068	1556.595
-0.053	-0.068	1556.595
-0.053	-0.067	1556.595
-0.053	-0.067	1556.595
-0.053	-0.067	1556.595
-0.053	-0.067	1556.595
-0.053	-0.067	1556.595
-0.053	-0.067	1556.595
-0.053	-0.067	1556.595
-0.053	-0.067	1556.595
-0.053	-0.067	1556.595
-0.053	-0.067	1556.595
-0.053	-0.067	1556.595
-0.053	-0.067	1556.595
-0.053	-0.067	1556.595
-0.052	-0.066	1556.595
-0.052	-0.066	1556.595
-0.052	-0.066	1556.595
-0.052	-0.064	1556.595
-0.052	-0.064	1556.595
-0.052	-0.064	1556.595
-0.052	-0.064	1556.595
-0.052	-0.064	1556.595
-0.052	-0.064	1553.718
-0.052	-0.064	1553.718
-0.052	-0.064	1553.718
-0.052	-0.064	1553.718
-0.052	-0.064	1553.718
-0.052	-0.064	1553.718
-0.052	-0.064	1553.718
-0.052	-0.064	1553.718
-0.052	-0.064	1553.718
-0.052	-0.064	1553.718
-0.052	-0.064	1553.718
-0.051	-0.063	1553.718
-0.051	-0.063	1553.718
-0.051	-0.063	1553.718
-0.051	-0.063	1553.718
-0.051	-0.063	1553.718
-0.051	-0.063	1553.718
-0.051	-0.062	1553.718
-0.051	-0.062	1553.718
-0.051	-0.062	1553.718
-0.051	-0.062	1553.718
-0.051	-0.061	1550.190
-0.051	-0.061	1550.190
-0.051	-0.061	1550.190
-0.051	-0.061	1550.190
-0.051	-0.061	1550.190
-0.051	-0.061	1550.190
-0.051	-0.061	1550.190
-0.051	-0.061	1550.190
-0.051	-0.060	1550.190
-0.051	-0.060	1550.190
-0.051	-0.060	1550.190
-0.051	-0.060	1550.190
-0.051	-0.060	1550.190
-0.051	-0.060	1550.190
-0.051	-0.060	1550.190
-0.051	-0.060	1550.190
-0.051	-0.060	1550.190
-0.051	-0.060	1550.190
-0.051	-0.060	1550.190
-0.051	-0.060	1550.190
-0.051	-0.060	1550.190
-0.051	-0.059	1550.190
-0.051	-0.059	1550.190
-0.051	-0.059	1550.190
-0.051	-0.059	1550.190
-0.051	-0.059	1546.551
-0.051	-0.059	1546.551
-0.051	-0.059	1546.551
-0.051	-0.059	1546.551
-0.051	-0.059	1546.551
-0.051	-0.056	1546.551
-0.051	-0.056	1546.551
-0.051	-0.056	1546.551
-0.051	-0.056	1546.551
-0.051	-0.056	1546.551
-0.051	-0.056	1546.551
-0.051	-0.056	1546.551
-0.052	-0.056	1546.551
-0.052	-0.056	1546.551
-0.052	-0.056	1546.551
-0.052	-0.056	1546.551
-0.052	-0.056	1546.551
-0.052	-0.055	1546.551
-0.052	-0.055	1546.551
-0.052	-0.055	1546.551
-0.052	-0.055	1546.551
-0.052	-0.055	1546.551
-0.052	-0.055	1546.551
-0.052	-0.055	1546.551
-0.052	-0.055	1546.551
-0.052	-0.055	1546.551
-0.053	-0.054	1542.905
-0.053	-0.054	1542.905
-0.053	-0.054	1542.905
-0.053	-0.054	1542.905
-0.053	-0.054	1542.905
-0.053	-0.054	1542.905
-0.053	-0.054	1542.905
-0.054	-0.055	1542.905
-0.054	-0.055	1542.905
-0.054	-0.055	1542.905
-0.054	-0.055	1542.905
-0.054	-0.055	1542.905
-0.054	-0.055	1542.905
-0.054	-0.055	1542.905
-0.054	-0.055	1542.905
-0.054	-0.055	1542.905
-0.054	-0.055	1542.905
-0.054	-0.055	1542.905
-0.054	-0.055	1542.905
-0.054	-0.055	1542.905
-0.054	-0.055	1542.905
-0.054	-0.055	1542.905
-0.054	-0.055	1542.905
-0.054	-0.055	1542.905
-0.054	-0.055	1542.905
-0.054	-0.055	1539.390
-0.054	-0.055	1539.390
-0.054	-0.055	1539.390
-0.054	-0.055	1539.390
-0.054	-0.055	1539.390
-0.054	-0.055	1539.390
-0.054	-0.055	1539.390
-0.054	-0.055	1539.390
-0.054	-0.055	1539.390
-0.054	-0.055	1539.390
-0.054	-0.055	1539.390
-0.054	-0.055	1539.390
-0.054	-0.055	1539.390
-0.054	-0.055	1539.390
-0.054	-0.055	1539.390
-0.054	-0.056	1539.390
-0.054	-0.056	1539.390
-0.054	-0.056	1539.390
-0.054	-0.056	1539.390
-0.054	-0.056	1539.390
-0.054	-0.056	1539.390
-0.054	-0.056	1539.390
-0.054	-0.057	1539.390
-0.054	-0.057	1539.390
-0.054	-0.057	1539.390
-0.054	-0.057	1539.390
-0.054	-0.057	1536.804
-0.054	-0.057	1536.804
-0.054	-0.057	1536.804
-0.054	-0.057	1536.804
-0.054	-0.058	1536.804
-0.054	-0.058	1536.804
-0.054	-0.058	1536.804
-0.054	-0.058	1536.804
-0.054	-0.058	1536.804
-0.054	-0.058	1536.804
-0.054	-0.060	1536.804
-0.054	-0.060	1536.804
-0.054	-0.060	1536.804
-0.054	-0.060	1536.804
-0.054	-0.060	1536.804
-0.054	-0.060	1536.804
-0.054	-0.060	1536.804
-0.054	-0.060	1536.804
-0.054	-0.060	1536.804
-0.054	-0.060	1536.804
-0.053	-0.062	1536.804
-0.053	-0.062	1536.804
-0.053	-0.062	1536.804
-0.053	-0.063	1536.804
-0.053	-0.063	1536.804
-0.053	-0.063	1536.804
-0.053	-0.063	1536.804
-0.053	-0.063	1535.997
-0.053	-0.063	1535.997
-0.053	-0.063	1535.997
-0.053	-0.063	1535.997
-0.053	-0.063	1535.997
-0.052	-0.065	1535.997
-0.052	-0.065	1535.997
-0.052	-0.065	1535.997
-0.052	-0.065	1535.997
-0.052	-0.065	1535.997
-0.052	-0.065	1535.997
-0.052	-0.065	1535.997
-0.052	-0.065	1535.997
-0.052	-0.065	1535.997
-0.052	-0.065	1535.997
-0.052	-0.065	1535.997
-0.052	-0.066	1535.997
-0.052	-0.066	1535.997
-0.052	-0.066	1535.997
-0.052	-0.066	1535.997
-0.052	-0.066	1535.997
-0.052	-0.066	1535.997
-0.052	-0.066	1535.997
-0.052	-0.066	1535.997
-0.052	-0.066	1535.997
-0.052	-0.066	1535.997
-0.052	-0.066	1535.997
-0.052	-0.067	1536.155
-0.052	-0.067	1536.155
-0.052	-0.067	1536.155
-0.052	-0.067	1536.155
-0.052	-0.067	1536.155
-0.052	-0.067	1536.155
-0.052	-0.067	1536.155
-0.052	-0.067	1536.155
-0.052	-0.067	1536.155
-0.052	-0.067	1536.155
-0.052	-0.067	1536.155
-0.052	-0.067	1536.155
-0.052	-0.067	1536.155
-0.052	-0.067	1536.155
-0.052	-0.067	1536.155
-0.052	-0.067	1536.155
-0.052	-0.067	1536.155
-0.052	-0.067	1536.155
-0.052	-0.067	1536.155
-0.052	-0.067	1536.155
-0.052	-0.067	1536.155
-0.052	-0.067	1536.155
-0.052	-0.067	1536.155
-0.052	-0.067	1536.155
-0.052	-0.067	1536.155
-0.052	-0.067	1536.155
-0.052	-0.067	1536.718
-0.052	-0.067	1536.718
-0.052	-0.067	1536.718
-0.052	-0.067	1536.718
-0.052	-0.067	1536.718
-0.052	-0.067	1536.718
-0.052	-0.067	1536.718
-0.052	-0.067	1536.718
-0.052	-0.067	1536.718
-0.052	-0.067	1536.718
-0.052	-0.067	1536.718
-0.052	-0.067	1536.718
-0.052	-0.067	1536.718
-0.052	-0.067	1536.718
-0.052	-0.067	1536.718
-0.052	-0.067	1536.718
-0.052	-0.067	1536.718
-0.052	-0.067	1536.718
-0.052	-0.067	1536.718
-0.052	-0.067	1536.718
-0.052	-0.067	1536.718
-0.052	-0.067	1536.718
-0.052	-0.067	1538.185
-0.052	-0.067	1538.185
-0.052	-0.067	1538.185
-0.052	-0.067	1538.185
-0.052	-0.067	1538.185
-0.052	-0.067	1538.185
-0.052	-0.067	1538.185
-0.052	-0.067	1538.185
-0.052	-0.067	1538.185
-0.052	-0.067	1538.185
-0.052	-0.067	1538.185
-0.052	-0.067	1538.185
-0.052	-0.067	1538.185
-0.052	-0.067	1538.185
-0.052	-0.067	1538.185
-0.052	-0.067	1538.185
-0.051	-0.067	1538.185
-0.051	-0.067	1538.185
-0.051	-0.067	1538.185
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.066	1539.563
-0.051	-0.065	1539.563
-0.051	-0.065	1539.563
-0.051	-0.065	1539.563
-0.051	-0.065	1539.563
-0.051	-0.065	1539.563
-0.051	-0.065	1539.563
-0.051	-0.065	1539.563
-0.051	-0.065	1539.563
-0.051	-0.065	1539.563
-0.051	-0.065	1539.563
-0.051	-0.065	1539.563
-0.051	-0.065	1539.563
-0.051	-0.065	1539.563
-0.051	-0.065	1539.563
-0.051	-0.065	1539.563
-0.051	-0.065	1539.563
-0.051	-0.065	1539.563
-0.051	-0.065	1539.563
-0.051	-0.065	1539.563
-0.051	-0.065	1539.563
-0.051	-0.065	1539.563
-0.051	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1539.563
-0.052	-0.065	1540.313
-0.052	-0.065	1540.313
-0.052	-0.065	1540.313
-0.052	-0.065	1540.313
-0.052	-0.065	1540.313
-0.052	-0.065	1540.313
-0.051	-0.065	1540.313
